matches_gk,starts_gk,minutes_gk,nineties_gk,goals_ag,sot_ag,saves,gk_won,gk_drew,gk_lost,cs,pk_att_ag,pk_scored_ag,pk_saved,pk_missed_ag,season,comp,id
6,6,540,6.0,11,23,11,2,0,4,1,2,1,1,0,21,EL,cfe852d8
1,1,90,1.0,5,11,6,0,0,1,0,0,0,0,0,21,EL,d1274b84
2,2,180,2.0,1,3,2,1,0,1,1,0,0,0,0,21,EL,d3ce0e89
2,2,180,2.0,2,4,2,0,1,1,0,0,0,0,0,21,EL,d436eb94
8,8,720,8.0,14,26,12,5,0,3,2,1,0,0,1,21,EL,dc29b608
4,4,360,4.0,1,12,11,2,2,0,3,1,0,0,1,21,EL,e5a76dfe
4,4,360,4.0,8,17,9,0,3,1,0,0,0,0,0,21,EL,e8918589
11,11,990,11.0,11,37,28,5,1,5,4,2,2,0,0,21,EL,ea83bfa6
4,4,360,4.0,5,14,9,1,1,2,1,0,0,0,0,21,EL,eb2b33aa
6,6,540,6.0,12,27,15,3,1,2,1,0,0,0,0,21,EL,ef3909cd
2,2,180,2.0,2,9,7,1,0,1,1,0,0,0,0,21,EL,f038585f
1,1,90,1.0,2,4,2,0,0,1,0,0,0,0,0,21,EL,f0e4c69e
3,3,270,3.0,3,11,8,0,1,2,1,1,1,0,0,21,EL,f352799f
9,9,810,9.0,15,23,10,5,3,1,2,1,1,0,0,21,EL,f3a97d02
6,6,540,6.0,7,26,19,3,1,2,2,0,0,0,0,21,EL,f42e9f3f
8,8,720,8.0,10,37,27,5,1,2,3,0,0,0,0,21,EL,f7b10c66
8,8,720,8.0,10,26,16,3,2,3,2,1,1,0,0,21,EL,f94e06da
8,8,720,8.0,12,27,15,3,2,3,1,2,2,0,0,21,EL,fcb38f57
2,2,180,2.0,3,6,3,1,0,1,1,1,0,0,1,21,EL,fd834d1d
2,2,180,2.0,4,10,6,0,0,2,0,0,0,0,0,21,EL,fe7d8182
5,5,450,5.0,3,10,7,4,1,0,2,1,1,0,0,21,EL,fefce889
6,6,540,6.0,9,20,11,2,0,4,1,1,1,0,0,22,EL,05bffdb1
3,3,270,3.0,6,15,9,0,2,1,0,0,0,0,0,22,EL,072e68ed
3,3,270,3.0,2,9,7,1,1,1,1,0,0,0,0,22,EL,0743d0ec
4,4,341,3.8,6,24,17,2,1,1,0,2,1,1,0,22,EL,10072610
1,1,90,1.0,0,0,0,0,1,0,1,0,0,0,0,22,EL,118b60ce
1,1,90,1.0,0,0,0,1,0,0,1,0,0,0,0,22,EL,1d2d5cc8
5,5,450,5.0,7,14,8,0,4,1,2,0,0,0,0,22,EL,20b9f052
1,1,90,1.0,1,4,3,0,1,0,0,1,1,0,0,22,EL,20de219a
11,11,1020,11.3,8,38,31,5,2,4,5,0,0,0,0,22,EL,2f965a72
1,1,90,1.0,3,3,0,0,0,1,0,0,0,0,0,22,EL,2fabebc0
2,2,180,2.0,2,6,4,1,0,1,1,0,0,0,0,22,EL,332695f4
8,8,720,8.0,7,25,19,2,4,2,4,2,2,0,0,22,EL,339fe0e8
2,2,180,2.0,1,6,5,1,0,1,1,0,0,0,0,22,EL,34ccf6fa
5,5,450,5.0,4,14,10,2,3,0,2,0,0,0,0,22,EL,374ee424
1,1,90,1.0,1,3,3,0,1,0,0,0,0,0,0,22,EL,3b0108d6
5,5,450,5.0,9,30,22,1,0,4,1,1,0,1,0,22,EL,4030c7ae
3,3,270,3.0,7,20,12,0,1,2,0,3,2,1,0,22,EL,4535e4bb
2,2,180,2.0,4,13,9,0,0,2,0,2,2,0,0,22,EL,4980c6be
6,6,540,6.0,8,20,12,2,2,2,2,1,1,0,0,22,EL,510c6a3f
6,6,540,6.0,11,25,13,2,2,2,0,1,0,1,0,22,EL,53af52f3
4,4,360,4.0,7,23,16,0,1,3,0,0,0,0,0,22,EL,53e360bb
2,2,210,2.3,2,8,6,1,0,1,1,0,0,0,0,22,EL,55b93ae0
1,1,90,1.0,2,7,6,1,0,0,0,0,0,0,0,22,EL,56901a62
1,1,90,1.0,3,4,1,0,0,1,0,0,0,0,0,22,EL,56f99ec7
8,8,720,8.0,9,31,22,4,1,3,3,1,1,0,0,22,EL,58f077c0
7,7,630,7.0,8,31,24,3,2,2,1,2,2,0,0,22,EL,5e8936be
3,3,270,3.0,7,12,4,1,0,2,0,0,0,0,0,22,EL,6f4e1c93
6,6,540,6.0,8,23,15,2,3,1,1,2,2,0,0,22,EL,6f51e382
8,8,720,8.0,12,30,18,3,0,5,2,1,1,0,0,22,EL,7b456af7
6,6,540,6.0,10,27,17,1,2,3,1,3,2,0,1,22,EL,7f40333d
1,1,90,1.0,2,5,3,0,1,0,0,0,0,0,0,22,EL,82b1198a
1,1,90,1.0,1,1,0,0,0,1,0,0,0,0,0,22,EL,8a6ab963
1,1,90,1.0,0,0,0,1,0,0,1,0,0,0,0,22,EL,9328b835
3,3,270,3.0,2,7,5,2,1,0,2,0,0,0,0,22,EL,939bc634
4,4,360,4.0,5,17,12,1,2,1,0,0,0,0,0,22,EL,93fffbcf
7,7,630,7.0,13,24,11,3,1,3,1,2,2,0,0,22,EL,9413b19f
3,3,270,3.0,2,15,11,2,1,0,1,2,0,2,0,22,EL,972d595a
3,3,270,3.0,5,12,6,0,2,1,0,2,1,1,0,22,EL,99047b00
6,6,540,6.0,6,18,12,4,1,1,2,2,1,1,0,22,EL,a111cf41
6,6,540,6.0,3,22,18,3,3,0,4,1,0,1,0,22,EL,a2abe631
4,4,360,4.0,5,17,12,0,2,2,0,1,1,0,0,22,EL,a3b0ed18
4,4,360,4.0,7,19,12,1,1,2,2,0,0,0,0,22,EL,a9a3b55d
7,7,630,7.0,8,36,28,4,1,2,2,2,2,0,0,22,EL,ad3389d5
7,7,630,7.0,6,21,15,3,3,1,2,0,0,0,0,22,EL,afb0c500
6,6,540,6.0,10,29,19,0,2,4,0,1,1,0,0,22,EL,b69dfb42
4,4,360,4.0,10,28,18,1,0,3,1,2,2,0,0,22,EL,b9139383
6,6,540,6.0,7,17,10,3,2,1,2,1,1,0,0,22,EL,bcb2ccd8
2,2,180,2.0,1,11,10,0,1,1,1,0,0,0,0,22,EL,be855308
5,5,450,5.0,9,28,19,0,2,3,1,0,0,0,0,22,EL,c924b17d
5,5,450,5.0,13,32,20,2,0,3,1,1,1,0,0,22,EL,cb4f24c6
2,2,180,2.0,2,8,6,0,1,1,1,0,0,0,0,22,EL,cc1c5035
2,2,180,2.0,6,11,6,0,1,1,0,2,2,0,0,22,EL,cd59b9df
13,13,1230,13.7,13,47,33,7,6,0,2,3,2,1,0,22,EL,ce17b5eb
1,1,90,1.0,2,9,7,0,0,1,0,0,0,0,0,22,EL,d0d98611
1,1,90,1.0,0,1,1,1,0,0,1,0,0,0,0,22,EL,d1a08b5a
2,2,180,2.0,4,8,4,0,1,1,0,0,0,0,0,22,EL,d6f6ce93
7,6,589,6.5,11,25,15,2,2,2,2,1,1,0,0,22,EL,ea83bfa6
11,11,1050,11.7,12,35,23,6,2,3,4,5,5,0,0,22,EL,ef3909cd
8,8,720,8.0,6,23,17,6,2,0,4,0,0,0,0,22,EL,f00de885
14,14,1320,14.7,15,53,39,6,3,5,3,2,1,1,0,22,EL,f3a97d02
4,4,390,4.3,4,19,15,2,0,2,1,1,1,0,0,22,EL,f6798fc3
6,6,540,6.0,10,27,17,1,2,3,1,2,2,0,0,22,EL,f9e0c603
1,1,90,1.0,3,6,3,0,0,1,0,1,1,0,0,22,EL,fd834d1d
6,6,540,6.0,10,31,21,1,2,3,1,2,1,1,0,23,EL,00b86f5e
4,4,360,4.0,1,9,8,3,1,0,3,0,0,0,0,23,EL,01b8a2b2
8,8,720,8.0,9,22,13,5,2,1,3,1,1,0,0,23,EL,072e68ed
2,2,180,2.0,4,7,3,0,1,1,0,0,0,0,0,23,EL,0880e10b
6,6,540,6.0,8,32,24,4,1,1,2,1,1,0,0,23,EL,10072610
6,6,540,6.0,13,40,28,0,1,5,0,1,1,0,0,23,EL,10161491
7,7,621,6.9,8,16,9,4,2,1,1,2,2,0,0,23,EL,1d2d5cc8
2,2,180,2.0,3,10,7,0,0,2,0,0,0,0,0,23,EL,1e064bfb
6,6,540,6.0,11,28,16,2,2,2,1,3,2,1,0,23,EL,277da414
1,1,90,1.0,3,8,5,0,0,1,0,0,0,0,0,23,EL,2edbd8d5
2,2,180,2.0,2,3,1,1,1,0,0,0,0,0,0,23,EL,2f18d0b8
1,1,90,1.0,3,5,2,0,0,1,0,1,1,0,0,23,EL,31139973
8,8,720,8.0,4,12,8,5,1,2,5,0,0,0,0,23,EL,374ee424
1,0,45,0.5,0,1,1,0,0,0,1,0,0,0,0,23,EL,37998008
8,8,720,8.0,13,43,30,3,1,4,1,1,1,0,0,23,EL,4030c7ae
4,4,390,4.3,11,31,20,1,1,2,0,1,1,0,0,23,EL,41f0b196
3,3,300,3.3,3,9,6,1,1,1,1,0,0,0,0,23,EL,466fb2c5
5,5,450,5.0,3,14,11,4,1,0,3,1,1,0,0,23,EL,4a51ba65
2,2,180,2.0,1,8,7,0,2,0,1,0,0,0,0,23,EL,4c5039bd
8,8,720,8.0,15,50,36,3,1,4,1,2,2,0,0,23,EL,4e7db402
1,1,90,1.0,1,3,2,1,0,0,0,0,0,0,0,23,EL,510c6a3f
6,6,540,6.0,9,27,18,2,2,2,2,0,0,0,0,23,EL,53d93280
3,3,225,2.5,6,14,8,0,0,3,0,0,0,0,0,23,EL,54bb5c3f
6,6,540,6.0,5,26,21,2,2,2,3,2,2,0,0,23,EL,595ccab1
6,6,540,6.0,11,29,19,2,0,4,0,1,1,0,0,23,EL,5e8936be
5,5,450,5.0,7,22,15,2,0,3,2,1,1,0,0,23,EL,60713cb3
6,6,540,6.0,10,31,22,1,1,4,0,0,0,0,0,23,EL,60831426
6,6,540,6.0,16,34,19,1,0,5,0,0,0,0,0,23,EL,6115fddd
2,2,180,2.0,3,9,6,0,1,1,1,1,1,0,0,23,EL,625c144a
4,4,390,4.3,4,19,16,1,3,0,1,0,0,0,0,23,EL,65d62814
2,2,180,2.0,4,10,7,0,1,1,0,0,0,0,0,23,EL,6f51e382
9,9,810,9.0,6,24,18,5,2,2,4,0,0,0,0,23,EL,79b0d6a0
2,2,180,2.0,5,13,8,0,0,2,0,0,0,0,0,23,EL,7b456af7
10,10,900,10.0,7,29,22,8,1,1,5,2,2,0,0,23,EL,7ba6d84e
7,7,630,7.0,6,29,23,4,1,2,3,0,0,0,0,23,EL,8a2248b4
2,2,180,2.0,5,15,10,0,0,2,0,0,0,0,0,23,EL,9052e98c
8,8,720,8.0,13,36,23,2,3,3,1,2,1,1,0,23,EL,939bc634
8,8,720,8.0,10,34,23,5,2,1,3,1,0,1,0,23,EL,99351886
2,1,129,1.4,3,6,3,0,1,0,0,0,0,0,0,23,EL,9e17ccff
2,2,180,2.0,5,18,13,0,0,2,0,0,0,0,0,23,EL,a04e2dd2
10,10,855,9.5,9,28,19,5,2,3,4,0,0,0,0,23,EL,a70b8345
4,4,360,4.0,6,26,20,0,0,4,0,2,2,0,0,23,EL,a9107589
7,7,630,7.0,5,29,24,4,1,2,3,1,1,0,0,23,EL,a92ab7be
3,3,270,3.0,3,13,10,1,0,2,1,1,1,0,0,23,EL,ac295d9e
4,4,390,4.3,5,12,8,3,0,1,2,1,1,0,0,23,EL,ad3389d5
8,8,750,8.3,13,40,28,4,1,3,1,1,1,0,0,23,EL,afb0c500
6,6,540,6.0,10,24,14,2,2,2,3,1,1,0,0,23,EL,b69dfb42
1,1,90,1.0,2,3,1,0,0,1,0,0,0,0,0,23,EL,bcf5058a
6,6,540,6.0,9,31,22,2,1,3,1,2,2,0,0,23,EL,be855308
4,3,315,3.5,6,22,16,0,0,3,0,1,1,0,0,23,EL,cfd68aa7
1,1,90,1.0,1,5,4,0,1,0,0,0,0,0,0,23,EL,dbd1b101
2,2,180,2.0,1,7,6,1,0,1,1,0,0,0,0,23,EL,ea83bfa6
2,2,180,2.0,4,10,6,0,0,2,0,0,0,0,0,23,EL,eb2b33aa
6,6,540,6.0,7,23,16,3,1,2,2,1,1,0,0,23,EL,ef3909cd
5,5,450,5.0,6,19,13,3,0,2,2,1,1,0,0,23,EL,f63a8347
1,1,90,1.0,0,4,4,1,0,0,1,0,0,0,0,23,EL,f6798fc3
2,2,180,2.0,2,9,7,1,0,1,1,0,0,0,0,23,EL,ff74841d
